,FirstObjectDistance_X,FirstObjectDistance_Y,SecondObjectDistance_X,SecondObjectDistance_Y,ThirdObjectDistance_X,ThirdObjectDistance_Y,FourthObjectDistance_X,FourthObjectDistance_Y,VehicleSpeed,FirstObjectSpeed_X,FirstObjectSpeed_Y,SecondObjectSpeed_X,SecondObjectSpeed_Y,ThirdObjectSpeed_X,ThirdObjectSpeed_Y,FourthObjectSpeed_X,FourthObjectSpeed_Y,YawRate,Timestamp
241,5955,1603,6905,-1568,8029,1435,7366,1707,1092,-854,13,-1091,-6,-1095,7,-1088,12,0,56.58868543
242,5906,1609,6850,-1549,7974,1437,7318,1711,1091,-860,14,-1089,6,-1091,9,-1088,9,0,56.68156263
243,5853,1614,6792,-1539,7919,1432,7266,1715,1090,-868,14,-1087,6,-1092,1,-1099,5,0,56.77664705
244,5802,1616,6732,-1538,7864,1431,7212,1717,1090,-872,12,-1099,9,-1092,-2,-1106,2,0,56.87228653
245,5764,1622,6693,-1539,7827,1434,7175,1719,1088,-887,31,-1085,18,-1093,23,-1101,22,-0.001342773438,56.96704692
246,5717,1628,6646,-1533,7780,1440,7140,1721,1087,-899,32,-1070,15,-1092,27,-1092,22,-0.001342773438,57.0607832
247,5657,1634,6582,-1558,7715,1449,7078,1725,1085,-910,60,-1069,45,-1100,76,-1106,60,-0.004150390625,57.15687872
248,5612,1637,6530,-1611,7670,1453,7033,1727,1085,-906,13,-1090,-34,-1086,12,-1089,2,0,57.25282823
249,5549,1642,6437,-1623,7606,1455,6972,1734,1085,-922,29,-1090,-36,-1092,26,-1098,21,-0.001342773438,57.35067192
250,5506,1647,6395,-1627,7564,1454,6942,1735,1083,-930,16,-1091,-40,-1087,3,-1087,2,0,57.44524427
251,5440,1654,6325,-1652,7497,1460,6874,1739,1084,-945,18,-1098,-33,-1088,7,-1097,2,0,57.54317183
252,5397,1658,6283,-1672,7457,1460,6845,1741,1083,-963,21,-1097,-41,-1085,6,-1090,2,0,57.63780307
253,5326,1662,6217,-1666,7389,1461,6777,1745,1084,-990,22,-1094,-12,-1083,5,-1094,2,0,57.73073514
254,5286,1665,6179,-1662,7353,1465,6738,1749,1085,-1011,22,-1095,-6,-1087,7,-1096,2,0,57.82338419
255,5242,1665,6143,-1673,7317,1467,6702,1752,1083,-1041,22,-1091,-17,-1087,7,-1098,2,0,57.91626126
256,5165,1671,6071,-1681,7246,1465,6631,1754,1083,-1072,32,-1082,0,-1085,23,-1094,22,-0.001342773438,58.01101851
257,5128,1672,6037,-1684,7209,1462,6593,1757,1084,-1088,19,-1081,-14,-1087,-3,-1089,4,0,58.10231242
258,5051,1679,5965,-1696,7137,1466,6521,1760,1085,-1122,18,-1081,-17,-1087,3,-1086,4,0,58.19583355
259,5004,1681,5922,-1696,7092,1468,6473,1764,1086,-1150,18,-1089,-3,-1089,4,-1089,4,0,58.28757351
260,4953,1684,5876,-1706,7046,1471,6425,1766,1087,-1181,18,-1090,-10,-1087,7,-1090,3,0,58.38161769
261,4888,1687,5797,-1675,6986,1484,6362,1768,1089,-1189,12,-1092,0,-1089,17,-1088,3,0,58.47698471
262,4858,1687,5744,-1676,6957,1490,6329,1769,1089,-1189,9,-1093,-29,-1090,19,-1088,3,0,58.57379853
263,4780,1690,5664,-1696,6891,1482,6256,1768,1090,-1191,-20,-1108,-67,-1079,-41,-1079,-33,0.002746582031,58.6678151
264,4743,1689,5625,-1687,6858,1475,6223,1770,1091,-1196,-21,-1113,-42,-1081,-48,-1081,-34,0.002746582031,58.76085758
265,4668,1692,5532,-1675,6787,1471,6149,1765,1091,-1199,-34,-1114,-69,-1078,-62,-1077,-51,0.004150390625,58.85881351
266,4639,1694,5478,-1668,6745,1489,6116,1762,1091,-1197,-20,-1105,-66,-1091,-22,-1092,-37,0.002746582031,58.95578334
267,4567,1696,5386,-1683,6675,1477,6043,1759,1090,-1194,-33,-1112,-91,-1081,-53,-1076,-50,0.004150390625,59.05522941
268,4526,1696,5330,-1663,6629,1471,5996,1758,1089,-1205,-53,-1123,-90,-1072,-92,-1069,-83,0.006958007813,59.15519352
269,4461,1697,5251,-1673,6567,1467,5932,1754,1089,-1230,-27,-1110,-80,-1079,-54,-1071,-48,0.004150390625,59.25531164
270,4429,1700,5204,-1672,6532,1466,5894,1751,1088,-1232,-26,-1113,-77,-1079,-54,-1073,-48,0.004150390625,59.35459769
271,4360,1706,5128,-1682,6460,1457,5821,1744,1088,-1232,-15,-1098,-57,-1081,-40,-1079,-32,0.002746582031,59.45591683
272,4324,1709,5080,-1696,6420,1455,5777,1745,1087,-1242,-12,-1097,-66,-1081,-38,-1076,-30,0.002746582031,59.55503138
273,4256,1718,4997,-1723,6353,1454,5707,1742,1085,-1251,10,-1102,-44,-1085,-2,-1087,0,0,59.65547899
274,4211,1718,4954,-1735,6314,1453,5668,1739,1082,-1245,-16,-1110,-71,-1076,-36,-1073,-32,0.002746582031,59.75327647
275,0,0,4874,-1738,6246,1452,5600,1737,1080,0,0,-1105,-71,-1074,-35,-1062,-31,0.002746582031,59.85549216
276,0,0,4837,-1739,6214,1435,5559,1736,1079,0,0,-1088,-44,-1073,-13,-1087,-2,0,59.95601077
277,2900,1216,4744,-1745,6150,1443,5486,1730,1078,-991,-46,-1093,-44,-1066,-8,-1082,-3,0,60.06023855
278,2859,1215,4694,-1748,6101,1443,5431,1728,1078,-992,-51,-1089,-44,-1066,-5,-1085,-2,0,60.16428133
279,2810,1216,4608,-1749,6044,1442,5381,1731,1078,-992,-33,-1106,-25,-1066,-4,-1074,-1,0,60.26913314
280,2736,1210,4511,-1739,5981,1444,5308,1731,1076,-992,7,-1094,-10,-1063,-7,-1078,-1,0,60.37328691
281,2705,1211,4475,-1739,5951,1443,5270,1732,1076,-993,-13,-1088,2,-1079,-1,-1077,15,-0.001342773438,60.47632914
282,2630,1208,4396,-1777,5879,1442,5196,1735,1078,-992,-19,-1137,-92,-1080,-10,-1072,2,0,60.57786151
283,2652,1230,4356,-1787,5867,1462,5162,1738,1079,-992,-11,-1143,-119,-1012,37,-1077,2,0,60.68190314
284,2578,1227,4278,-1794,5797,1465,5080,1735,1080,-992,-29,-1131,-83,-1016,69,-1106,42,-0.004150390625,60.78866604
285,2514,1215,4230,-1798,5756,1467,5031,1734,1080,-992,-24,-1148,-85,-1001,15,-1074,2,0,60.89258265
286,2462,1214,4167,-1802,5700,1467,4968,1738,1082,-992,-31,-1151,-55,-996,10,-1086,3,0,60.99932656
287,2387,1207,4091,-1805,5635,1468,4895,1737,1081,-990,-30,-1153,-32,-989,6,-1089,1,0,61.10280513
288,2359,1208,4053,-1806,5616,1497,4851,1730,1080,-992,-45,-1154,-25,-1039,-33,-1073,3,0,61.20458752
289,2296,1207,0,0,5565,1525,4773,1726,1080,-985,-43,0,0,-1063,-84,-1074,-26,0.002746582031,61.30554183
290,2280,1216,3000,-1565,5552,1516,4747,1733,1082,-992,-44,-1075,12,-1063,-61,-1086,-1,0,61.40669016
291,2231,1223,2946,-1539,5496,1524,4672,1730,1083,-992,-37,-1061,23,-1057,-76,-1080,-26,0.002746582031,61.50902834
292,2181,1216,2909,-1539,5466,1526,4625,1727,1083,-992,-88,-1051,32,-1074,-49,-1093,-1,0,61.61455037
293,2127,1216,2852,-1543,5421,1521,4568,1730,1085,-992,-36,-1066,31,-1074,-48,-1093,-1,0,61.7176372
294,2091,1217,2777,-1539,5388,1523,4526,1730,1086,-968,-28,-1088,-16,-1075,-37,-1086,1,0,61.81584961
295,2036,1218,2556,-1736,5337,1517,4451,1751,1087,-967,-42,-1109,-50,-1069,-64,-1089,-16,0.002746582031,61.9161572
296,2014,1228,2534,-1768,5305,1513,4397,1764,1087,-968,-4,-1102,-45,-1079,-36,-1102,10,0,62.01469164
297,1958,1233,2475,-1794,5246,1512,4345,1776,1086,-968,-10,-1109,-43,-1080,-24,-1091,10,0,62.11192897
298,1938,1244,2435,-1795,5215,1516,4300,1773,1086,-944,12,-1110,-32,-1089,-27,-1095,7,0,62.20907228
299,1879,1246,2365,-1797,5156,1520,4225,1771,1086,-944,25,-1109,-20,-1088,-12,-1101,4,0,62.30897784
300,1848,1248,2327,-1798,5123,1533,4181,1769,1088,-944,14,-1110,-15,-1091,3,-1105,3,0,62.4066382
301,1775,1243,2255,-1798,5049,1534,4110,1769,1089,-968,9,-1113,-9,-1099,14,-1108,2,0,62.50584337
302,1746,1257,2203,-1799,5005,1520,4059,1771,1090,-944,25,-1114,-6,-1098,-9,-1110,2,0,62.60156985
303,1697,1262,2145,-1799,4951,1510,4002,1771,1088,-944,47,-1114,-4,-1091,-8,-1109,1,0,62.69913046
304,1643,1254,14294,-997,4909,1503,3947,1767,1090,-968,10,-1084,44,-1081,-12,-1111,0,0,62.79502195
305,1567,1235,14237,-1019,4851,1498,3888,1765,1092,-992,-50,-1079,24,-1088,-15,-1113,-1,0,62.89582678
306,1528,1234,0,0,4804,1494,3840,1766,1093,-992,-124,0,0,-1082,-39,-1106,-21,0.002746582031,62.99402142
307,1463,1222,0,0,4753,1490,3778,1765,1094,-993,-92,0,0,-1082,-45,-1108,-21,0.002746582031,63.09499626
308,1413,1206,0,0,4710,1484,3790,1716,1095,-1024,-205,0,0,-1073,-87,-1108,-59,0.006958007813,63.19548506
309,1358,1194,0,0,4649,1479,3714,1711,1096,-1025,-298,0,0,-1075,-74,-1112,-56,0.006958007813,63.29628989
310,1323,1184,0,0,4605,1471,3663,1706,1099,-992,-363,0,0,-1080,-78,-1116,-54,0.006958007813,63.39561761
311,1400,1320,0,0,4542,1464,3602,1704,1100,-993,-204,0,0,-1077,-81,-1094,-58,0.008361816406,63.4984354
312,1312,1254,0,0,4486,1462,3540,1695,1101,-1297,-406,0,0,-1069,-110,-1082,-89,0.01251220703,63.5970793
313,1302,1278,13526,-1075,4435,1462,3490,1690,1102,-1016,-436,-1144,-461,-1059,-135,-1067,-117,0.01672363281,63.69801138
314,1238,1242,13432,-1153,4367,1449,3423,1680,1104,-908,-332,-1150,-667,-1041,-200,-1039,-163,0.02368164063,63.79955651
315,1253,1253,13380,-1196,4332,1439,3389,1672,1106,-774,-300,-1163,-707,-1038,-213,-1031,-171,0.02508544922,63.90095363
316,1204,1236,13311,-1257,4269,1417,3323,1655,1107,-711,-225,-1197,-946,-1011,-305,-997,-233,0.03485107422,64.00138167
317,1178,1228,13270,-1298,4229,1412,3285,1639,1107,-678,-197,-1213,-1051,-1007,-329,-995,-266,0.0390625,64.10307281
318,1138,1217,13199,-1365,4188,1369,3230,1621,1107,-619,-174,-1237,-1258,-966,-442,-969,-315,0.04742431641,64.20325083
319,1144,1265,13154,-1442,4154,1353,3189,1603,1107,-609,-174,-1263,-1411,-955,-474,-954,-346,0.05303955078,64.30220575
320,1107,1253,13072,-1558,4092,1317,3138,1584,1104,-537,-186,-1328,-1799,-922,-583,-899,-432,0.068359375,64.39971456
321,1089,1246,13029,-1626,4062,1298,3103,1562,1107,-498,-196,-1357,-2013,-900,-635,-875,-481,0.07678222656,64.49832297
322,1054,1283,12936,-1781,4021,1231,3050,1525,1108,-549,-252,-1466,-2537,-849,-840,-816,-599,0.09771728516,64.59431639
323,1035,1274,12885,-1891,4004,1193,3022,1509,1107,-529,-254,-1510,-2718,-835,-907,-800,-634,0.104675293,64.68590043
324,1037,1286,12801,-2054,3975,1121,2979,1476,1106,-449,-283,-1602,-3090,-807,-1034,-760,-715,0.1200561523,64.77601134
325,1017,1272,12731,-2197,3937,1083,3055,1476,1106,-412,-298,-1688,-3389,-803,-1095,-753,-788,0.1326293945,64.86621726
326,1003,1262,12675,-2319,3909,1049,2994,1450,1105,-395,-302,-1757,-3513,-808,-1117,-747,-817,0.1381835938,64.95176277
327,977,1239,12547,-2591,3852,975,2944,1398,1102,-341,-328,-1907,-3962,-796,-1216,-708,-913,0.1563720703,65.03047968
328,980,1252,0,0,3822,939,2919,1377,1103,-333,-341,0,0,-805,-1228,-709,-929,0.1605224609,65.09991877
329,968,1240,0,0,3795,899,2895,1348,1101,-329,-338,0,0,-816,-1228,-714,-930,0.1619262695,65.16781473
330,989,1235,0,0,3764,864,2862,1310,1101,-251,-373,0,0,-806,-1289,-661,-982,0.1730957031,65.23505563
331,980,1221,0,0,3734,812,2813,1261,1101,-237,-379,0,0,-813,-1328,-661,-1007,0.1787109375,65.2996013
332,984,1211,0,0,3703,774,2796,1230,1098,-219,-403,0,0,-818,-1361,-654,-1039,0.1856689453,65.36368292
333,976,1197,0,0,3674,725,2776,1196,1098,-207,-405,0,0,-831,-1388,-653,-1054,0.1898803711,65.4238072
334,969,1183,0,0,3645,674,2756,1160,1098,-193,-413,0,0,-829,-1430,-650,-1085,0.1968383789,65.48331492
335,976,1174,0,0,3615,622,2791,1105,1098,-182,-444,0,0,-843,-1494,-666,-1136,0.2066040039,65.54465272
336,970,1158,0,0,3584,569,2728,1062,1096,-161,-460,0,0,-846,-1563,-652,-1188,0.2177734375,65.6046274
337,957,1140,0,0,3554,512,2696,1018,1092,-198,-496,0,0,-856,-1643,-641,-1245,0.2303466797,65.67591797
338,949,1118,0,0,3525,456,2677,973,1089,-254,-537,0,0,-873,-1689,-632,-1279,0.2387084961,65.73687273
339,934,1092,0,0,3495,401,2647,928,1087,-436,-658,0,0,-887,-1730,-634,-1312,0.2471313477,65.79708543
340,919,1069,0,0,3464,337,2627,884,1086,-445,-633,0,0,-907,-1818,-628,-1374,0.2610473633,65.86160147
341,903,1048,0,0,3432,271,2607,838,1084,-473,-599,0,0,-940,-1844,-641,-1392,0.2666625977,65.92910774
342,915,1023,0,0,3400,207,2586,792,1081,-430,-575,0,0,-969,-1856,-655,-1402,0.2708740234,65.99854017
343,900,1003,0,0,3367,147,2661,641,1078,-421,-563,0,0,-998,-1880,-725,-1439,0.2778320313,66.060404
344,910,978,0,0,3335,83,2573,619,1077,-346,-546,0,0,-1028,-1891,-724,-1448,0.282043457,66.13057348
345,925,950,0,0,3302,24,2534,586,1076,-313,-559,0,0,-1060,-1873,-745,-1436,0.2833862305,66.19584958
346,919,931,0,0,3266,-39,2500,563,1075,-330,-564,0,0,-1094,-1855,-765,-1408,0.2833862305,66.26002859
347,908,913,0,0,3238,-119,2475,518,1073,-324,-560,0,0,-1130,-1886,-784,-1416,0.2875976563,66.3279879
348,900,890,0,0,3198,-177,2475,473,1073,-310,-564,0,0,-1177,-1895,-790,-1406,0.2945556641,66.38922768
349,890,872,0,0,3159,-239,2440,433,1072,-313,-557,0,0,-1215,-1878,-809,-1398,0.2959594727,66.46357969
350,882,849,15071,1524,3116,-296,2415,390,1070,-297,-563,-140,-9155,-1251,-1889,-815,-1428,0.3029785156,66.53159844
351,876,823,15008,1205,3075,-354,2383,355,1069,-285,-564,-332,-9195,-1290,-1875,-847,-1426,0.3057250977,66.59798106
352,871,798,14995,884,3029,-417,2362,310,1069,-275,-563,-527,-9222,-1322,-1864,-878,-1422,0.3071289063,66.67293639
353,865,775,14962,562,2985,-478,2325,262,1069,-267,-564,-716,-9289,-1365,-1850,-899,-1420,0.3099365234,66.74354036
354,859,753,14915,248,2947,-523,2300,214,1067,-256,-568,-905,-9392,-1413,-1812,-928,-1434,0.3141479492,66.81469638
355,855,729,14875,-62,2905,-574,2266,168,1065,-242,-568,-1104,-9408,-1431,-1799,-960,-1427,0.3155517578,66.88962572
356,832,679,14836,-302,2863,-623,2232,120,1061,-449,-619,-1260,-9445,-1456,-1784,-985,-1422,0.3182983398,66.96871641
357,818,639,14780,-603,2812,-688,2196,73,1056,-488,-633,-1453,-9576,-1495,-1812,-998,-1425,0.3239135742,67.04848115
358,821,588,14709,-1056,2745,-766,2150,6,1053,-374,-800,-1750,-9734,-1553,-1786,-1049,-1424,0.330871582,67.129526
359,809,569,14669,-1244,2714,-808,2130,-23,1048,-363,-767,-1893,-9829,-1585,-1814,-1068,-1419,0.3350830078,67.21477621
360,777,507,14526,-1892,2613,-928,2062,-119,1042,-410,-814,-2354,-9971,-1669,-1772,-1123,-1405,0.3434448242,67.30139854
361,759,470,14434,-2227,2568,-966,2023,-165,1038,-401,-874,-2603,-10039,-1686,-1734,-1163,-1423,0.34765625,67.38543964
362,730,423,0,0,2484,-1051,1964,-235,1034,-453,-808,0,0,-1758,-1734,-1223,-1430,0.3560180664,67.46648019
363,725,406,11203,601,2438,-1106,1931,-275,1028,-477,-840,-607,-8091,-1802,-1732,-1241,-1418,0.3602294922,67.54835839
364,697,356,11152,164,2335,-1202,1862,-352,1023,-516,-854,-901,-8327,-1896,-1726,-1299,-1395,0.3727416992,67.6316887
365,677,325,11083,-146,2266,-1265,1814,-415,1015,-545,-856,-1137,-8616,-1984,-1748,-1353,-1397,0.38671875,67.71596307
366,668,301,11047,-429,2208,-1311,1764,-486,1003,-589,-848,-1346,-8608,-2006,-1689,-1400,-1371,0.3881225586,67.80272664
367,630,248,10940,-1004,2071,-1422,1670,-565,992,-665,-904,-1813,-8877,-2125,-1664,-1469,-1335,0.4049072266,67.88781708
368,608,222,10880,-1309,1997,-1478,1614,-604,981,-702,-828,-2052,-8818,-2164,-1608,-1482,-1291,0.4049072266,67.97303853
369,584,197,10800,-1575,1929,-1528,1567,-638,968,-721,-751,-2228,-8544,-2168,-1517,-1487,-1194,0.3951416016,68.06712365
370,560,158,10642,-2120,1786,-1622,1461,-699,945,-713,-695,-2579,-8185,-2188,-1368,-1491,-1089,0.383972168,68.16115477
371,547,133,10542,-2414,1713,-1667,1409,-733,860,-694,-804,-2762,-8045,-2185,-1299,-1464,-1055,0.3797607422,68.26263945
372,531,91,9955,-1761,0,0,1327,-785,647,-539,-614,-1669,-5813,0,0,-1164,-799,0.2875976563,68.35723261
373,522,83,9911,-1941,8347,-859,1304,-795,375,-243,-522,-1346,-4469,-5337,-3104,-864,-575,0.2219848633,68.45988384
374,563,61,9841,-2198,8011,-984,1272,-813,58,88,-564,-799,-3534,-4919,-2200,-392,-369,0.1773071289,68.550807
375,565,50,9820,-2299,7843,-1142,1272,-819,-58,213,-492,-447,-2558,-4742,-1370,-189,-242,0.1284179688,68.64612941
376,563,34,9800,-2334,5074,-423,1275,-846,-36,262,-403,349,938,163,488,191,164,-0.04467773438,68.73816063
377,578,29,9822,-2292,5045,-385,1278,-847,65,79,-495,96,277,33,161,80,47,-0.02789306641,68.82872077
378,574,-14,9818,-2312,5035,-376,1266,-855,90,36,-598,-322,-1304,-92,-634,-130,-159,0.05584716797,68.91595372
379,608,-35,9822,-2314,5021,-383,1269,-833,46,252,-446,243,1040,41,533,90,122,-0.05718994141,69.0038347
380,583,-54,9842,-2241,5008,-364,1276,-817,15,225,-485,279,1002,63,499,137,109,-0.05303955078,69.09559891
381,596,-61,9843,-2229,4996,-382,1293,-818,0,168,-498,-154,-894,-13,-487,-18,-103,0.04467773438,69.18550701
382,637,-91,9839,-2246,4983,-413,1293,-806,4,208,-416,40,230,-19,72,60,60,-0.009765625,69.26952777
383,642,-104,9847,-2222,4985,-387,1290,-790,0,217,-438,214,931,38,453,116,147,-0.04602050781,69.34954431
384,622,-118,9856,-2195,4978,-372,1295,-794,0,135,-448,51,99,19,39,48,30,-0.004150390625,69.43156397
385,610,-126,9857,-2201,0,0,1283,-788,0,145,-399,-170,-827,0,0,-60,-75,0.04327392578,69.51300259
386,603,-137,9858,-2197,0,0,1281,-781,0,165,-336,155,666,0,0,73,94,-0.03210449219,69.59145704
387,589,-143,9864,-2169,0,0,1274,-776,0,131,-412,41,113,0,0,31,16,-0.004150390625,69.67166459
388,576,-149,9860,-2167,0,0,1271,-777,0,151,-431,-99,-461,0,0,-33,-49,0.02508544922,69.7530072
389,579,-152,9861,-2172,0,0,1263,-771,0,135,-357,-60,-266,0,0,-21,-26,0.01531982422,69.83423181
390,582,-167,9861,-2152,0,0,1260,-767,0,124,-384,95,445,0,0,41,55,-0.02093505859,69.9152104
391,590,-183,9863,-2153,9965,-2567,1261,-770,0,119,-386,-57,-286,-65,-289,-27,-33,0.01531982422,69.99366096
392,590,-191,9863,-2162,9974,-2564,1256,-766,0,130,-346,-55,-229,-62,-238,-27,-25,0.01251220703,70.07568327
393,589,-194,9861,-2149,9973,-2578,1254,-763,0,147,-292,60,266,66,256,22,26,-0.01251220703,70.16085634
394,580,-196,9864,-2142,9980,-2569,1251,-764,0,130,-293,47,176,41,176,19,12,-0.008361816406,70.24660772
395,599,-219,9864,-2154,0,0,1251,-771,0,162,-314,-24,-132,0,0,-20,-21,0.006958007813,70.328764
396,612,-235,9861,-2142,0,0,1253,-770,0,178,-311,36,178,0,0,-45,53,-0.008361816406,70.40893863
397,622,-247,9863,-2144,0,0,1249,-769,0,182,-321,20,116,0,0,-60,42,-0.005554199219,70.49708007
398,636,-269,9865,-2144,0,0,1246,-774,0,184,-313,-34,-129,0,0,-98,7,0.006958007813,70.58569667
399,647,-284,9863,-2126,0,0,1249,-779,0,186,-298,16,101,0,0,-63,13,-0.004150390625,70.67916607
400,656,-302,9862,-2110,0,0,1214,-823,0,140,-301,-20,-61,0,0,-82,-38,0.004150390625,70.76909842
401,659,-313,9863,-2114,0,0,1216,-828,0,208,-371,-9,-40,0,0,-75,-32,0.002746582031,70.85705517
402,667,-326,9861,-2103,0,0,1223,-841,0,181,-317,7,46,0,0,-52,-29,-0.001342773438,70.94335634
403,683,-355,9862,-2114,0,0,1223,-856,0,215,-437,-13,-82,0,0,-56,-39,0.004150390625,71.03202249
404,695,-368,9860,-2105,0,0,1227,-861,0,249,-422,4,7,0,0,-39,-28,0,71.11822359
405,694,-380,9857,-2104,0,0,1226,-862,0,257,-411,20,86,0,0,-33,-12,-0.004150390625,71.20779133
406,710,-398,9857,-2092,0,0,1223,-866,0,213,-332,-9,-74,0,0,-49,-24,0.004150390625,71.2937596
407,712,-404,9858,-2106,0,0,1222,-868,0,204,-338,-11,-54,0,0,-48,-18,0.002746582031,71.38083358
408,715,-414,9856,-2090,0,0,1221,-870,0,201,-332,10,37,0,0,-42,-6,-0.001342773438,71.46780784
409,723,-432,9854,-2075,0,0,1218,-865,0,185,-326,0,-42,0,0,-48,-10,0.002746582031,71.55478492
410,708,-425,9855,-2063,0,0,1216,-866,0,-39,-35,2,23,0,0,-44,-3,0,71.64376039
411,703,-429,9855,-2053,0,0,1250,-844,0,-62,-33,18,47,0,0,37,25,-0.001342773438,71.73188343
412,700,-434,9855,-2050,0,0,1262,-835,0,-64,-25,5,18,0,0,37,29,0,71.82110418
413,712,-452,9855,-2042,0,0,1256,-810,0,93,-116,-3,21,0,0,37,34,0,71.91273546
414,724,-471,10016,-2201,0,0,1243,-801,0,222,-298,-1,-2,0,0,21,20,0,72.00378169
415,740,-492,9979,-2210,0,0,1231,-794,0,251,-240,4,-9,0,0,8,6,0,72.09443086
416,747,-512,9976,-2199,1256,-1190,1211,-783,0,203,-275,1,-3,-288,-222,-12,2,0,72.18723624
417,749,-520,9960,-2155,1257,-1146,1188,-768,0,155,-243,10,32,17,-1,-58,14,-0.001342773438,72.27917411
418,753,-530,9945,-2133,0,0,1174,-759,0,174,-154,4,7,0,0,-52,-5,0,72.36818074
419,754,-540,9935,-2105,0,0,1164,-752,0,169,-116,-5,17,0,0,-42,-15,0,72.45738357
420,754,-544,9935,-2095,0,0,1154,-743,0,161,-92,11,40,0,0,-36,-13,-0.001342773438,72.5464473
421,748,-543,9925,-2085,0,0,1150,-740,0,144,-55,5,10,0,0,-13,-16,0,72.63522338
422,785,-588,9916,-2085,0,0,1148,-736,0,358,-186,2,33,0,0,-5,-12,-0.001342773438,72.7218783
423,782,-589,9912,-2071,0,0,1145,-733,0,280,-176,10,34,0,0,1,-10,-0.001342773438,72.80447695
424,825,-619,9911,-2065,0,0,1144,-733,0,696,-153,3,38,0,0,7,-5,-0.001342773438,72.88944318
425,820,-631,9906,-2060,0,0,1146,-730,0,674,-153,10,31,0,0,18,-5,-0.001342773438,72.9728545
426,840,-644,9902,-2047,0,0,1145,-730,0,672,-129,11,35,0,0,19,-3,-0.001342773438,73.05710262
427,829,-650,9897,-2041,0,0,1142,-728,0,580,-78,5,35,0,0,32,-7,-0.001342773438,73.14358353